reaction_id	reaction_type	reactants	products	modifiers
re510	Transport	21310:IL15	21647:IL15	
re276	State transition	20962:PRKC	20689:PRKC	20711:DAG
re146	Transcription	21388:IFIT3	21383:IFIT3	21485:STAT1/STAT2/IRF9
re847	Transcription	21460:IFI27	21307:IFI27	21485:STAT1/STAT2/IRF9
re171	State transition	21381:OASL	20751:OASL	
re238	Transcription	21379:GBP5	21238:GBP5	21240:STAT1 homodimer
re141	Transcription	21493:OAS3	21412:OAS3	21240:STAT1 homodimer;21485:STAT1/STAT2/IRF9
re242	Transcription	21252:TRIM14	21325:TRIM14	21240:STAT1 homodimer
re392	State transition	20826:BAD	20860:BAD	20529:AKT;20866:MAPK8,9,10
re467	Transcription	21350:CDKN1A	21320:CDKN1A	21233:TP53
re555	State transition	21280:SOCS3	20638:SOCS3	
re313	State transition	20835:MAP3K7	21150:MAP3K7	20726:TAB1/TAB2/TAB3
re779	State transition	21361:MX2	20685:MX2	
re163	Transcription	21495:HLA-H	21389:HLA-H	21240:STAT1 homodimer;21485:STAT1/STAT2/IRF9
re76	State transition	20774:JAK1	21012:JAK1	20625:SOCS1;20638:SOCS3;20752:PTPN6;20886:SOCS2;21020:IL6/IL6R;21031:IL7/IL7R;21035:IL21/IL21R;21084:IFNA/IFNAR;21127:IL2/IL2R;21192:IL15R;21204:CISH;21206:IFNG/IFNGR;21220:IFNB/IFNAR
re232	Transcription	21372:PML	21296:PML	21240:STAT1 homodimer
re859	Physical stimulation	21272:RELA/NFKB1	21554:Cell_Proliferation/Survival	
re537	State transition	21027:NFATC1,2,3	20682:NFATC1,2,3	20866:MAPK8,9,10;20914:RCAN
re749	State transition	21419:NFKBIA	20519:NFKBIA	
re198	State transition	21236:SOCS2	20625:SOCS1	
re230	Physical stimulation	21010:HLA-DQA2	21548:MHC_Class_2_Activation	
re366	Heterodimer association	20953:TNFRSF1B;21571:TNF	20686:TNF/TNFR2	
re688	Heterodimer association	21475:JUN;21517:FOS	21416:AP1	
re148	Transcription	21533:MX1	21397:MX1	21485:STAT1/STAT2/IRF9
re97	State transition	20579:JAK3	20775:JAK3	20549:PTK2B;20625:SOCS1;20638:SOCS3;20886:SOCS2;21031:IL7/IL7R;21035:IL21/IL21R;21127:IL2/IL2R;21192:IL15R
re797	Physical stimulation	20923:RIPK3	21542:Regulated_Necrosis	
re282	State transition	20665:EIF2AK2	20780:EIF2AK2 homodimer	20796:TARBP2;20833:ADAR1 homodimer;21080:ISG15;21113:LPS/CD14/TL4/LY96
re33	Transcription	21431:NFKB2	21356:NFKB2	21272:RELA/NFKB1
re170	State transition	21412:OAS3	20547:OAS3	
re556	State transition	21457:SOCS1	20886:SOCS2	
re156	Transcription	21313:BST2	21391:BST2	21485:STAT1/STAT2/IRF9
re362	State transition	20562:MTORC1	20997:MTORC1	20529:AKT
re497	Transcription	21508:ICAM1	21492:ICAM1	21113:LPS/CD14/TL4/LY96;21240:STAT1 homodimer;21272:RELA/NFKB1;21528:NFKB2/RELB
re706	State transition	20624:MAP3K1	20965:MAP3K1	20516:RAC1
re157	Transcription	21288:IFIT1	21456:IFIT1	21485:STAT1/STAT2/IRF9
re250	Physical stimulation	21141:OAS2	21541:Inflammation	
re251	Physical stimulation	20547:OAS3	21541:Inflammation	
re679	State transition	20784:IRF5	20854:IRF5	20800:TRAF6
re201	Transcription	21316:IRF5	21250:IRF5	21240:STAT1 homodimer;21485:STAT1/STAT2/IRF9
re592	State transition	21131:MAP3K5	21039:MAP3K5	21064:DAXX
re168	State transition	21402:OAS1	21072:OAS1	
re8	Heterodimer association	20911:IFNGR;21585:IFNG	21206:IFNG/IFNGR	
re831	State transition	21301:GLUT1	20584:GLUT1	
re786	State transition	21258:GBP4	21203:GBP4	
re39	Transport	20987:NFKB1/RELA	21272:RELA/NFKB1	
re184	State transition	21264:IFI6	20876:IFI6	
re563	State transition	20778:SRC	21052:SRC	20805:GNAI
re507	Physical stimulation	21113:LPS/CD14/TL4/LY96	21551:MHC_Class_1_Activation	
re149	Transcription	21514:MX2	21361:MX2	21485:STAT1/STAT2/IRF9
re645	Physical stimulation	20928:IFIT2	21541:Inflammation	
re735	Heterodimer association	21067:TNFRSF10A,B;21610:TNFSF10	21005:TRAIL/TRAILR	
re355	Heterodimer association	20718:CD40;21583:CD40LG	20956:CD40LG/CD40	
re603	Heterodimer association	20668:SMAD2/SMAD3;20906:SMAD4	21211:SMAD2/SMAD3/SMAD4	
re599	Physical stimulation	21484:NFATC1,2,3	21546:B_Cell_Activation/Survival	
re753	Negative influence	21462:BCL2L1	21552:Apoptosis	
re218	Transcription	21326:HLA-DRB4	21463:HLA-DRB4	21240:STAT1 homodimer
re736	State transition	21399:BIRC2	21092:BIRC2	
re169	State transition	21437:OAS2	21141:OAS2	
re357	Heterodimer association	20628:IL6R;21625:IL6	21020:IL6/IL6R	
re531	State transition	21261:RPLP0	20556:RPLP0	
re154	Transcription	21297:XAF1	21440:XAF1	21485:STAT1/STAT2/IRF9
re647	Physical stimulation	20899:IFIT5	21541:Inflammation	
re2	Heterodimer association	20523:IFNAR;21594:IFNA	21084:IFNA/IFNAR	
re788	State transition	21362:GBP6	21009:GBP6	
re644	Physical stimulation	20964:IFIT1	21541:Inflammation	
re103	Transport	21426:TOX	21665:TOX	
re718	Transcription	21237:IL1B	21446:IL1B	21272:RELA/NFKB1
re203	Transcription	21385:IRF9	21317:IRF9	21240:STAT1 homodimer;21485:STAT1/STAT2/IRF9
re640	Physical stimulation	20684:IFITM1	21541:Inflammation	
re160	Transcription	21247:HLA-B	21384:HLA-B	21240:STAT1 homodimer;21485:STAT1/STAT2/IRF9
re505	Transport	21254:IL17A	21649:IL17A	
re180	State transition	21438:IFITM2	20888:IFITM2	
re656	Physical stimulation	21091:TRIM34	21541:Inflammation	
re260	State transition	21353:TRIM5	21011:TRIM5	
re641	Physical stimulation	20888:IFITM2	21541:Inflammation	
re136	Transcription	21447:ISG20	21515:ISG20	21485:STAT1/STAT2/IRF9
re777	State transition	21391:BST2	20588:BST2	
re646	Physical stimulation	21057:IFIT3	21541:Inflammation	
re789	Negative influence	21324:RRM2	21552:Apoptosis	
re741	Transport	21309:CXCL3	21660:CXCL3	
re236	Transcription	21315:MT2A	21298:MT2A	21240:STAT1 homodimer
re62	Transport	21008:IRF3	21370:IRF3	
re743	Transport	21526:PTGS2	21631:PTGS2	
re5	Heterodimer association	20649:IRF9;21015:STAT1/STAT2	21047:STAT1/STAT2/IRF9	
re372	Transport	21588:dsRNA/polyIC	20526:dsRNA	
re166	State transition	21479:ADAR	21167:ADAR	
re451	Physical stimulation	20967:Ag/IgG/FCGR2A	21543:Phagocytosis	
re799	State transition	21377:FAS	20832:FAS	
re454	Heterodimer association	20615:IgE/FCERI;21602:Allergen	20536:Allergen/IgE/FCERI	
re750	Negative influence	21352:GADD45B	21552:Apoptosis	
re520	Transport	21539:TRIM21	21664:TRIM21	
re766	Transcription	21408:SESN1	21363:SESN1	21233:TP53
re252	Physical stimulation	20751:OASL	21541:Inflammation	
re704	State transition	20983:MAP2K7	20763:MAP2K7	20965:MAP3K1;21150:MAP3K7
re248	Transcription	21359:GBP3	21360:GBP3	21240:STAT1 homodimer
re724	Transcription	21378:NFKBIA	21419:NFKBIA	21272:RELA/NFKB1
re127	Heterodimer association	20658:ca2;21137:CALM1	20675:Calmodulin/Ca2+	21189:CAMKMT
re267	Translation	21321:NCAM1	20779:NCAM1	
re653	Physical stimulation	21142:TRIM6	21541:Inflammation	
re734	Physical stimulation	21492:ICAM1	21553:T_Cell_Activation/Differentiation	
re275	Heterodimer association	20732:ITPR3;21155:PI(3,4,5)P3	20733:PIP3/IP3R	
re239	Transcription	21345:GBP6	21362:GBP6	21240:STAT1 homodimer
re262	State transition	21325:TRIM14	20546:TRIM14	
re516	Transport	21239:CCL5	21651:CCL5	
re570	State transition	20555:SOS2	20678:SOS2	20932:GRB2
re643	Physical stimulation	20876:IFI6	21541:Inflammation	
re112	State transition	20834:SYK	20690:SYK	20590:Ag/IgG/FCGR3A;20752:PTPN6;20791:Ag/IgG/FCGR1A;20919:MHC1/B2M/LILR;20966:LYN;20967:Ag/IgG/FCGR2A
re240	Transcription	21248:TRIM5	21353:TRIM5	21240:STAT1 homodimer
re151	Transcription	21342:IFITM2	21438:IFITM2	21485:STAT1/STAT2/IRF9
re452	Physical stimulation	20590:Ag/IgG/FCGR3A	21543:Phagocytosis	
re714	Transcription	21491:XIAP	21269:XIAP	21272:RELA/NFKB1
re642	Physical stimulation	21079:IFITM3	21541:Inflammation	
re411	State transition	20578:MAP3K14	20971:MAP3K14	21185:TRAF2/TRAF3
re11	Transport	20569:STAT1 homodimer	21240:STAT1 homodimer	
re165	State transition	21515:ISG20	20840:ISG20	
re853	Physical stimulation	20584:GLUT1	21546:B_Cell_Activation/Survival	
re713	Transcription	21406:CFLAR	21306:CFLAR	21272:RELA/NFKB1
re179	State transition	21429:IFITM1	20684:IFITM1	
re197	Transcription	21455:SOCS2	21236:SOCS2	21468:STAT5 homodimer
re648	Physical stimulation	20694:IFI35	21541:Inflammation	
re867	Transcription	21355:MDM2	21415:MDM2	21233:TP53
re46	Physical stimulation	21528:NFKB2/RELB	21547:Lymphoid_organ_development	
re246	Transcription	21516:TRIM34	21281:TRIM34	21240:STAT1 homodimer
re426	Heterodimer association	20827:CD22;21618:sialic_acid	20703:sialic_acid/CD22	
re79	Heterodimer association	20523:IFNAR;21615:IFNB1	21220:IFNB/IFNAR	
re24	State transition	21407:TNFAIP3	20589:TNFAIP3	
re214	Physical stimulation	20568:HLA-H	21551:MHC_Class_1_Activation	
re739	Transport	21271:CXCL1	21634:CXCL1	
re116	State transition	20756:BTK	21107:BTK	20752:PTPN6;21096:BLNK
re161	Transcription	21259:HLA-C	21524:HLA-C	21240:STAT1 homodimer;21485:STAT1/STAT2/IRF9
re140	Transcription	21432:OAS2	21437:OAS2	21240:STAT1 homodimer;21485:STAT1/STAT2/IRF9
re483	Heterodimer association	20949:IL21R;21577:IL21	21035:IL21/IL21R	
re45	Transport	20836:NFKB2/RELB	21528:NFKB2/RELB	
re652	Physical stimulation	21011:TRIM5	21541:Inflammation	
re760	State transition	21040:MDM2	21081:MDM2	20529:AKT;20766:GORAB
re721	Transcription	21467:GADD45B	21352:GADD45B	21233:TP53;21272:RELA/NFKB1
re572	State transition	20915:RIPK1/TRAF2/TRAF5	20696:RIPK1/TRAF2/TRAF5	21153:TRADD
re233	Transcription	21433:SP100	21477:SP100	21240:STAT1 homodimer
re667	Physical stimulation	20514:LMNB1	21552:Apoptosis	
re767	Transcription	21292:RRM2	21324:RRM2	21233:TP53
re30	State transition	20701:TRAF6	20800:TRAF6	20561:TICAM1;20589:TNFAIP3;20594:IRAK4/IRAK1,2/IRAKM;20655:TLR3/dsRNA/PolyIC;20956:CD40LG/CD40
re95	Heterodimer association	20641:IL7R;21600:IL7	21031:IL7/IL7R	
re32	Transcription	21322:NFKB1	21520:NFKB1	21272:RELA/NFKB1
re247	Transcription	21498:GBP1	21299:GBP1	21240:STAT1 homodimer
re836	State transition	21328:CD80,86	21215:CD80,86	
re220	Transcription	21414:HLA-DQA1	21448:HLA-DQA1	21240:STAT1 homodimer
re288	State transition	20740:MAP2K6	21143:MAP2K6	20780:EIF2AK2 homodimer;21039:MAP3K5;21150:MAP3K7
re274	Transport	20731:ca2	20658:ca2	20733:PIP3/IP3R
re231	Transcription	21339:NCAM1	21321:NCAM1	21240:STAT1 homodimer
re742	Transport	21284:VCAM1	21661:VCAM1	
re81	State transition	20938:STAT1	21066:STAT1	20841:HDAC3
re616	State transition	21210:CASP8	20809:CASP8	20667:FADD;21224:CFLAR
re31	State transition	20842:TAB1/TAB2/TAB3	20726:TAB1/TAB2/TAB3	20696:RIPK1/TRAF2/TRAF5;20800:TRAF6
re669	Transport	21262:CXCL10	21658:CXCL10	
re618	Physical stimulation	20901:CASP7	21552:Apoptosis	
re782	State transition	21474:CISH	21204:CISH	
re219	Transcription	21411:HLA-DRA	21327:HLA-DRA	21240:STAT1 homodimer
re596	State transition	21092:BIRC2	20963:BIRC2	20696:RIPK1/TRAF2/TRAF5
re77	State transition	20861:TYK2	20609:TYK2	20625:SOCS1;20638:SOCS3;20816:IL12/IL12R;20886:SOCS2;21084:IFNA/IFNAR;21220:IFNB/IFNAR
re264	State transition	21323:TRIM22	20634:TRIM22	
re798	Transcription	21343:FAS	21377:FAS	21233:TP53
re792	Transcription	21409:RIPK1	21300:RIPK1	21485:STAT1/STAT2/IRF9
re152	Transcription	21472:IFITM3	21503:IFITM3	21485:STAT1/STAT2/IRF9
re316	State transition	20542:MAP2K3	20937:MAP2K3	21039:MAP3K5;21150:MAP3K7
re612	Physical stimulation	21484:NFATC1,2,3	21544:Chemotaxis/Infiltration	
re823	Physical stimulation	21245:ISG15	21541:Inflammation	
re78	State transition	20749:JAK2	21042:JAK2	20625:SOCS1;20638:SOCS3;20816:IL12/IL12R;20886:SOCS2;21020:IL6/IL6R;21206:IFNG/IFNGR
re715	Transcription	21287:BCL2L1	21462:BCL2L1	21272:RELA/NFKB1;21294:STAT3 homodimer
re75	State transition	21505:JUN	21475:JUN	20866:MAPK8,9,10;20885:MAPK3;21133:MAPK11,12,13,14
re173	State transition	21285:IFI35	20694:IFI35	
re830	Transcription	21242:GLUT1	21301:GLUT1	
re554	Transcription	21331:SOCS3	21280:SOCS3	21485:STAT1/STAT2/IRF9
re194	Transport	20637:STAT5 homodimer	21468:STAT5 homodimer	
re794	State transition	21300:RIPK1	20828:RIPK1	
re506	Transport	21368:IL23A	21633:IL23A	
re371	State transition	21068:RIGI	20991:RIGI	20526:dsRNA;20666:TRIM25;20902:ISG15;21118:UBE2L6
re532	State transition	21404:ARF1	20877:ARF1	
re195	Transcription	21427:CISH	21474:CISH	21468:STAT5 homodimer
re167	State transition	21245:ISG15	20902:ISG15	
re210	Physical stimulation	20931:HLA-A	21551:MHC_Class_1_Activation	
re778	State transition	21397:MX1	20972:MX1	
re712	Transcription	21525:BIRC2	21399:BIRC2	21272:RELA/NFKB1
re578	State transition	20858:RAF	20804:RAF	20790:RRAS
re394	Physical stimulation	21162:CASP3	21552:Apoptosis	
re842	State transition	21376:HLA-A	20931:HLA-A	
re181	State transition	21503:IFITM3	21079:IFITM3	
re594	Heterodimer association	20725:TNFRSF1A;21571:TNF	21145:TNF/TNFR1	
re211	Physical stimulation	20570:HLA-B	21551:MHC_Class_1_Activation	
re785	State transition	21360:GBP3	20693:GBP3	
re217	State transition	21240:STAT1 homodimer	21497:STAT1 homodimer	21314:PTPN2
re284	Transport	20530:PTPN2	21314:PTPN2	
re601	State transition	21134:SMAD2/SMAD3	20668:SMAD2/SMAD3	20781:TGF/TGFBR1
re839	State transition	21327:HLA-DRA	20757:HLA-DRA	
re138	Transcription	21336:ISG15	21245:ISG15	21485:STAT1/STAT2/IRF9
re868	State transition	21415:MDM2	21040:MDM2	
re772	Transport	21178:TP53	21233:TP53	
re82	State transition	21066:STAT1	21083:STAT1	20609:TYK2;21012:JAK1
re249	Physical stimulation	21072:OAS1	21541:Inflammation	
re241	Transcription	21441:TRIM6	21348:TRIM6	21240:STAT1 homodimer
re757	State transition	20695:MAX	21218:MAX	21133:MAPK11,12,13,14
re216	State transition	21303:IFI30	20559:IFI30	
re393	State transition	21201:CASP3	21162:CASP3	20528:XIAP;20809:CASP8;20860:BAD;21092:BIRC2;21184:SHISA5
re584	State transition	20576:BLNK	21096:BLNK	20690:SYK
re705	State transition	21046:MAP2K4	20955:MAP2K4	20536:Allergen/IgE/FCERI;20965:MAP3K1;21150:MAP3K7
re678	State transition	21094:IRF1	20639:IRF1	
re111	Heterodimer association	21179:BCR;21558:antigen	21098:BCR	
re545	State transition	21330:FOS	21517:FOS	20866:MAPK8,9,10;20885:MAPK3;21133:MAPK11,12,13,14
re613	Physical stimulation	21484:NFATC1,2,3	21554:Cell_Proliferation/Survival	
re254	Physical stimulation	20840:ISG20	21541:Inflammation	
re571	State transition	20930:RRAS	20790:RRAS	20678:SOS2
re209	State transition	21456:IFIT1	20964:IFIT1	
re128	State transition	21013:RCAN	20914:RCAN	20675:Calmodulin/Ca2+
re489	Transport	21344:IL6	21655:IL6	
re684	State transition	20531:CARD11/BCL10/MALT1	20745:CARD11/BCL10/MALT1	20689:PRKC
re269	State transition	21477:SP100	20700:SP100	
re150	Transcription	21481:IFITM1	21429:IFITM1	21485:STAT1/STAT2/IRF9
re285	State transition	20530:PTPN2	20822:PTPN2	20780:EIF2AK2 homodimer
re631	Physical stimulation	21382:CD40	21553:T_Cell_Activation/Differentiation	
re619	Heterodimer association	20786:IL15R;21562:IL15	21192:IL15R	
